smplNm,mcp_ddPCR,mcp_qPCR,sdmn_ddPCR,sdmn_qPCR,sdmx_ddPCR,sdmx_qPCR,smplTp,qlod,f2,mcp_ddPCR_lod,spcAbbr
MST1022,0,0,0,0,0.50179351121187,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST1024,0,0,0,0,0.540962666273115,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST1027,0,0,0,0,0.58736365288496,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST1028,0,0,0,0,0.61811067163944,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST1031,0,0,0,0,0.63467375934124,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST1038,0,0,0,0,0.53322557359934,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST1039,0,0.3984423249000579,0,0.01153056966737781,0.5133736506104449,0.7853540801327379,MST,1,0.48393804643731725,0.2,Oncmyk
MST1043,0,0,0,0,0.493490919470787,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST1054,0,0,0,0,0.45557800680398947,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-002,0,0,0,0,0.54506354033947,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-005,0,0,0,0,0,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-006,0,0,0,0,0.50573267042637,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-008,0,0,0,0,0.4626713320612905,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-011,0,0,0,0,0.48663206398487097,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-012,7.4708414077759,13.226564518072367,6.0497170686722,9.04822651874406,9.099187254905699,17.40490251740067,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-013,0,0,0,0,0.545285008847715,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-015,0,0,0,0,0.57421274483204,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-019,0,0,0,0,0.447576679289341,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-025,0,0,0,0,0.506846755743025,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-028,0,0,0,0,0.51288317888975,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-029,0.3589974716305735,0,0.097286142408848,0,0.893585309386255,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-030,0,1.2082319892718354,0,0.41252867126297466,0.5039602890610699,2.0039353072806962,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-031,0,0,0,0,0.4931585118174555,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-032,0,0,0,0,0.51216557621956,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-039,0.315230190753937,0,0.0854257121682165,0,0.78463926911354,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-040,0,0,0,0,0.57075347751379,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-043,0,0,0,0,0.4045420140028,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-044,0,0,0,0,0.597961843013765,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-049,0,0,0,0,0.5311505496501899,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-051,0,0,0,0,0.478876642882824,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-052,0,0,0,0,0.537675842642785,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-055,0,0,0,0,0.54650615900755,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-058,0,0,0,0,0.4539088904857635,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-062,0,0,0,0,0.4720276594161985,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-064,0,0,0,0,0.482000894844532,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-070,0,0,0,0,0.55475100874901,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-071,0,0,0,0,0.64416751265526,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-075,0,0,0,0,0.4601597785949705,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-076,0,0,0,0,0.4245246201753615,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-079,0,0,0,0,0.50437066704035,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-081,0,0,0,0,0.538430772721765,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-082,0,0,0,0,0.500888377428055,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-083,0,0,0,0,0.5425663664936999,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-085,0,0,0,0,0.515377819538115,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-088,0,0,0,0,0.4480498284101485,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-089,0,0,0,0,0.47788202762603754,0,MST,1,0.48393804643731725,0.2,Oncmyk
MST2021-099,0,0,0,0,0.4710612446069715,0,MST,1,0.48393804643731725,0.2,Oncmyk
NEKfeb2022,0,0,0,0,0.56966334581375,0,MST,1,0.48393804643731725,0.2,Oncmyk
NTC,0,0,0,0,0.55012758821249,0,MST,1,0.48393804643731725,0.2,Oncmyk
stdE-1,1.0631398856639849,0,0.4613790661096575,0,2.0440568029880497,0,STD,1,0.48393804643731725,0.2,Oncmyk
stdE0,1.364551186561585,0.0806563410728862,0.709072276949885,-0.11691053907557013,2.336304634809495,0.2782232212213425,STD,1,0.48393804643731725,0.2,Oncmyk
stdE1,3.61410230398178,4.839380464373172,2.53566265106201,4.839380464373172,4.9623292684555045,4.839380464373172,STD,1,0.48393804643731725,0.2,Oncmyk
stdE2,57.89089679718,48.39380464373173,53.197178840637,48.39380464373173,62.58836269378649,48.39380464373173,STD,1,0.48393804643731725,0.2,Oncmyk
stdE3,676.40319824219,483.93804643731727,660.343322753905,483.93804643731727,692.5070953369151,483.93804643731727,STD,1,0.48393804643731725,0.2,Oncmyk
stdE4,7274.2364501953,4839.380464373173,7202.81005859375,4839.380464373173,7346.5393066406505,4839.380464373173,STD,1,0.48393804643731725,0.2,Oncmyk
stdE5,5000000,48393.804643731724,55933.759765625,48393.804643731724,5000000,48393.804643731724,STD,1,0.48393804643731725,0.2,Oncmyk
